Empresas,Frutas,Cliente,Cantidad (Kg),Año,VENTAS_Canada(KG),VENTAS_China(KG),VENTAS_EE.UU.(KG),VENTAS_España(KG),VENTAS_Francia(KG)
Alfa,Mango,Exportadores Mundiales,1932,2014,5,3,2,1,3
FruPeru,Mandarina,Exportadores Mundiales,1028,2020,2,4,3,2,2
FruPeru,Mango,America Exportadores,1508,2010,1,4,4,1,2
VirPeru,ArÃ¡ndanos,America Exportadores,1084,2014,2,3,4,1,3
FruPeru,Platano,Europa Exportadores,2348,2018,2,3,3,3,2
Alfa,Mandarina,America Exportadores,2070,2018,5,3,4,3,3
PeruExport,Naranja,America Exportadores,2143,2017,2,4,4,1,2
VirPeru,Platano,Mercado Mundial,2288,2019,3,4,1,3,3
PeruExport,Platano,Mercado Mundial,1232,2017,5,3,1,2,2
Alfa,Mango,Mercado Mundial,1825,2013,5,3,3,1,2
PeruExport,Mango,Europa Exportadores,2012,2017,3,3,1,2,2
AgroPro,Naranja,America Exportadores,2059,2020,4,3,4,1,3
America,Mango,J&T Exportadores,1396,2010,4,4,2,2,3
PeruExport,Palta,America Exportadores,1985,2020,5,3,4,1,2
VirPeru,Naranja,America Exportadores,1169,2014,5,4,4,2,2
AgroLatina,Palta,Exportadores Mundiales,1750,2014,4,4,4,3,2
VirPeru,Platano,J&T Exportadores,1470,2017,2,4,4,1,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1897,2016,2,3,1,2,2
AgroLatina,Mandarina,Exportadores Mundiales,1058,2012,5,3,4,1,2
FruPeru,Mango,Mercado Mundial,1794,2012,2,4,5,3,2
PeruExport,Platano,Exportadores Mundiales,1932,2014,1,4,5,3,2
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,2246,2018,4,3,3,3,3
Alfa,Platano,America Exportadores,1367,2020,1,4,2,3,2
AgroPro,ArÃ¡ndanos,Europa Exportadores,937,2011,5,4,2,2,2
AgroPro,Mandarina,Mercado Mundial,1709,2020,3,3,4,1,2
PeruExport,Mango,Exportadores Mundiales,1833,2013,1,3,1,1,2
AgroLatina,Mango,J&T Exportadores,2020,2020,3,4,1,2,2
AgroLatina,Mandarina,Europa Exportadores,2256,2016,3,4,4,1,3
VirPeru,Mandarina,America Exportadores,1213,2016,1,4,1,2,2
VirPeru,Mango,America Exportadores,1113,2010,1,3,5,1,3
FruPeru,Naranja,Europa Exportadores,1169,2016,2,3,3,2,3
AgroLatina,Uva,Mercado Mundial,1328,2017,2,4,3,3,2
FruPeru,ArÃ¡ndanos,America Exportadores,1021,2014,4,4,4,2,3
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,2314,2012,5,3,2,1,2
PeruExport,ArÃ¡ndanos,Mercado Mundial,1734,2011,5,4,5,2,3
VirPeru,Palta,J&T Exportadores,1237,2015,1,4,4,2,2
FruPeru,Palta,America Exportadores,1924,2011,1,3,2,1,3
FruPeru,Uva,Mercado Mundial,2089,2018,1,4,3,2,3
FruPeru,Palta,Mercado Mundial,1940,2013,5,3,2,1,3
AgroPro,Uva,Mercado Mundial,958,2012,1,3,2,2,3
PeruExport,Uva,J&T Exportadores,1306,2010,3,3,2,3,3
PeruExport,Mango,Mercado Mundial,1496,2010,4,3,1,2,2
AgroPro,Uva,Europa Exportadores,1640,2011,1,4,1,1,2
FruPeru,ArÃ¡ndanos,America Exportadores,1630,2014,2,3,5,2,3
PeruExport,Mango,Europa Exportadores,815,2015,1,4,3,3,3
AgroLatina,Uva,J&T Exportadores,1059,2019,3,3,4,3,2
FruPeru,Naranja,Mercado Mundial,906,2018,3,3,2,2,2
FruPeru,Mandarina,Europa Exportadores,1046,2017,2,4,2,1,2
VirPeru,Mandarina,America Exportadores,953,2016,2,4,3,1,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,2347,2014,1,3,5,3,2
VirPeru,Platano,Exportadores Mundiales,1712,2011,3,4,5,2,2
FruPeru,Palta,J&T Exportadores,1691,2012,3,3,2,1,2
PeruExport,Mango,America Exportadores,1689,2010,4,4,3,2,2
AgroPro,Mango,J&T Exportadores,1658,2015,2,4,4,1,3
AgroLatina,ArÃ¡ndanos,America Exportadores,1836,2016,3,3,1,3,2
AgroLatina,Naranja,Europa Exportadores,2196,2018,3,4,3,2,3
America,Uva,America Exportadores,1460,2010,4,3,4,3,3
AgroLatina,Mandarina,Europa Exportadores,837,2010,4,3,3,3,3
PeruExport,Palta,America Exportadores,1064,2020,5,4,3,2,3
Alfa,Mandarina,Mercado Mundial,1557,2010,2,4,5,3,2
AgroLatina,Naranja,Exportadores Mundiales,1809,2014,1,3,4,2,3
AgroPro,ArÃ¡ndanos,Mercado Mundial,1369,2013,2,4,2,1,3
PeruExport,Palta,America Exportadores,1071,2014,5,4,5,3,2
VirPeru,Naranja,Europa Exportadores,2116,2014,2,4,2,3,2
America,Naranja,Europa Exportadores,880,2016,3,4,1,1,2
Alfa,ArÃ¡ndanos,Mercado Mundial,1984,2012,5,3,3,3,2
Alfa,Mango,J&T Exportadores,2206,2013,4,3,5,2,3
AgroPro,Mandarina,Mercado Mundial,965,2013,3,3,5,3,2
America,Mango,Mercado Mundial,2062,2015,5,4,5,1,2
PeruExport,Palta,Europa Exportadores,1035,2010,3,3,2,2,2
PeruExport,Uva,J&T Exportadores,837,2019,2,4,2,1,2
PeruExport,Platano,Exportadores Mundiales,1490,2014,2,4,5,2,2
PeruExport,Uva,J&T Exportadores,2255,2018,1,3,2,1,3
Alfa,ArÃ¡ndanos,Europa Exportadores,1032,2017,5,3,3,1,2
VirPeru,Naranja,Europa Exportadores,2296,2012,3,3,4,2,2
Alfa,Uva,J&T Exportadores,1694,2016,5,4,3,3,2
VirPeru,Platano,Mercado Mundial,1991,2014,3,4,1,1,3
AgroPro,Palta,Mercado Mundial,1363,2015,1,3,5,1,3
America,Platano,Exportadores Mundiales,1430,2016,1,4,5,1,3
AgroPro,ArÃ¡ndanos,Europa Exportadores,2188,2019,2,3,3,3,2
VirPeru,ArÃ¡ndanos,J&T Exportadores,808,2014,1,3,3,1,2
PeruExport,Platano,Europa Exportadores,2042,2011,5,3,1,1,2
AgroLatina,Mango,Mercado Mundial,853,2018,3,4,2,3,2
AgroPro,Naranja,Mercado Mundial,868,2010,2,3,5,3,2
PeruExport,Mandarina,Europa Exportadores,1983,2013,2,3,1,2,3
PeruExport,Uva,Mercado Mundial,1636,2014,4,3,1,3,2
America,Mandarina,Mercado Mundial,1933,2020,4,3,3,2,3
America,Mandarina,Mercado Mundial,2141,2020,5,4,3,1,3
VirPeru,Uva,J&T Exportadores,2025,2014,1,3,2,1,2
VirPeru,Palta,Europa Exportadores,929,2010,1,3,4,3,3
PeruExport,Palta,America Exportadores,944,2011,3,4,3,2,3
PeruExport,Naranja,America Exportadores,1829,2015,3,3,4,3,2
PeruExport,Mandarina,Mercado Mundial,1013,2011,5,4,1,2,2
VirPeru,ArÃ¡ndanos,Europa Exportadores,871,2013,1,4,4,3,3
AgroLatina,Mango,Exportadores Mundiales,1929,2016,3,3,1,1,2
AgroLatina,Naranja,Europa Exportadores,1611,2020,5,4,2,1,2
VirPeru,Uva,America Exportadores,803,2011,2,4,2,2,3
FruPeru,Mango,Exportadores Mundiales,1372,2020,4,4,2,2,2
PeruExport,Mandarina,Europa Exportadores,2198,2014,4,4,2,1,3
America,Platano,America Exportadores,1862,2018,4,3,5,2,3
America,ArÃ¡ndanos,America Exportadores,1116,2012,4,4,1,2,3
AgroPro,Mango,Exportadores Mundiales,1250,2010,1,3,3,1,3
Alfa,Mango,Exportadores Mundiales,1122,2012,5,3,3,2,3
Alfa,Mango,Europa Exportadores,1764,2010,2,4,2,1,2
America,Naranja,America Exportadores,2243,2010,4,4,1,2,3
PeruExport,Palta,Europa Exportadores,1762,2010,4,4,2,1,3
PeruExport,ArÃ¡ndanos,J&T Exportadores,1443,2019,4,3,2,2,3
Alfa,Mango,J&T Exportadores,1116,2018,5,3,3,2,2
AgroPro,Palta,America Exportadores,1285,2014,3,3,4,3,3
FruPeru,Mango,America Exportadores,2201,2019,2,3,2,3,2
America,Mandarina,Exportadores Mundiales,952,2012,3,3,2,2,2
AgroPro,Mango,Europa Exportadores,1581,2010,1,3,5,3,3
AgroPro,Mango,America Exportadores,1082,2013,2,3,4,2,3
AgroPro,Mandarina,Exportadores Mundiales,2373,2019,3,3,5,2,3
America,Platano,J&T Exportadores,1558,2020,4,4,1,1,3
PeruExport,Platano,America Exportadores,1737,2014,4,4,4,2,3
PeruExport,Mandarina,J&T Exportadores,1430,2013,2,4,3,2,2
FruPeru,Mandarina,Europa Exportadores,2298,2020,5,4,1,1,2
AgroLatina,Mandarina,America Exportadores,1519,2020,3,3,5,2,2
America,Platano,America Exportadores,1911,2018,4,4,4,3,3
PeruExport,Mango,America Exportadores,967,2016,3,3,5,3,2
America,Uva,America Exportadores,1938,2018,5,4,1,2,3
FruPeru,Palta,J&T Exportadores,906,2019,4,3,4,1,3
FruPeru,Platano,America Exportadores,1021,2013,4,4,3,3,3
FruPeru,Mango,Europa Exportadores,2242,2013,4,3,4,2,2
Alfa,Mandarina,Exportadores Mundiales,2035,2011,1,3,5,3,2
AgroPro,Uva,Exportadores Mundiales,1014,2012,2,3,4,2,3
PeruExport,Platano,J&T Exportadores,2319,2010,3,3,5,3,3
PeruExport,Naranja,Mercado Mundial,2256,2014,4,3,2,2,3
Alfa,Platano,America Exportadores,2275,2015,1,3,5,2,3
VirPeru,Platano,Europa Exportadores,2283,2017,3,3,3,1,3
Alfa,ArÃ¡ndanos,America Exportadores,2089,2017,5,3,1,1,2
AgroLatina,Platano,Exportadores Mundiales,844,2018,2,4,3,2,3
America,Naranja,America Exportadores,2283,2012,5,3,1,1,3
America,Mango,Exportadores Mundiales,1998,2020,5,3,4,1,2
AgroLatina,Mango,Exportadores Mundiales,1796,2018,3,3,3,2,2
America,Palta,Mercado Mundial,1389,2020,4,4,1,1,3
AgroLatina,Platano,Exportadores Mundiales,1452,2018,3,4,1,1,3
VirPeru,Palta,J&T Exportadores,1318,2018,1,3,1,3,2
VirPeru,Mandarina,J&T Exportadores,1769,2014,4,4,3,2,3
VirPeru,Mandarina,America Exportadores,2185,2018,2,4,4,3,3
FruPeru,Palta,Europa Exportadores,1739,2019,1,4,3,1,3
AgroPro,Mango,J&T Exportadores,1046,2011,1,3,3,3,2
PeruExport,Platano,America Exportadores,932,2012,4,4,2,1,2
VirPeru,Naranja,Europa Exportadores,811,2016,5,3,4,3,3
VirPeru,Palta,J&T Exportadores,872,2015,4,3,2,1,3
VirPeru,Palta,J&T Exportadores,861,2017,4,4,2,2,3
FruPeru,ArÃ¡ndanos,J&T Exportadores,2043,2016,3,4,5,1,2
FruPeru,Platano,Mercado Mundial,2397,2013,1,3,5,2,2
PeruExport,Mango,Exportadores Mundiales,2351,2015,2,3,3,2,3
AgroLatina,Uva,America Exportadores,2266,2014,3,4,1,1,2
VirPeru,Platano,America Exportadores,1483,2017,2,4,3,1,2
Alfa,Platano,Mercado Mundial,1019,2018,2,4,5,3,2
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1824,2015,2,3,3,2,2
PeruExport,Mango,J&T Exportadores,1160,2019,5,3,3,3,2
FruPeru,Uva,Exportadores Mundiales,2269,2016,1,4,4,2,3
AgroPro,Naranja,America Exportadores,1098,2012,3,4,3,1,3
FruPeru,Naranja,Europa Exportadores,899,2016,2,4,2,3,3
America,Uva,Mercado Mundial,1103,2018,3,3,1,2,3
PeruExport,Uva,Exportadores Mundiales,1142,2015,3,4,4,2,3
FruPeru,Palta,J&T Exportadores,1295,2017,1,3,4,2,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,1172,2017,1,3,3,1,2
AgroLatina,Palta,Europa Exportadores,953,2019,2,4,5,2,2
FruPeru,Mandarina,Exportadores Mundiales,1468,2014,2,3,2,1,2
FruPeru,Mango,America Exportadores,1197,2016,1,4,2,3,3
AgroPro,Palta,America Exportadores,1115,2015,3,3,5,1,2
America,Mandarina,Mercado Mundial,802,2014,5,3,1,2,3
PeruExport,Mandarina,Europa Exportadores,827,2018,4,3,1,1,3
America,ArÃ¡ndanos,Mercado Mundial,1822,2011,1,3,4,2,2
VirPeru,Palta,America Exportadores,1244,2019,3,3,2,2,3
America,Mango,Mercado Mundial,1753,2018,5,3,4,3,2
Alfa,Mandarina,J&T Exportadores,1085,2018,5,3,5,1,3
Alfa,ArÃ¡ndanos,Mercado Mundial,1780,2019,5,3,4,3,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1313,2018,4,4,5,3,2
Alfa,Palta,Mercado Mundial,871,2013,4,3,2,1,3
Alfa,Palta,America Exportadores,2349,2020,1,3,5,1,2
FruPeru,Platano,Europa Exportadores,2061,2019,4,4,4,2,3
PeruExport,Mandarina,J&T Exportadores,1901,2010,3,4,1,1,2
FruPeru,Mango,Exportadores Mundiales,2122,2011,4,4,1,1,2
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1697,2015,1,3,1,2,3
Alfa,Palta,Europa Exportadores,2019,2019,4,3,1,2,2
FruPeru,Mandarina,Mercado Mundial,840,2011,4,3,2,1,2
Alfa,Uva,Exportadores Mundiales,1664,2010,4,3,5,2,2
VirPeru,Mango,J&T Exportadores,1312,2016,1,3,1,2,2
AgroLatina,Platano,Mercado Mundial,1386,2015,2,4,1,1,2
FruPeru,Platano,J&T Exportadores,1206,2016,2,4,3,2,3
AgroLatina,Mandarina,Exportadores Mundiales,1299,2011,3,4,2,3,3
FruPeru,Uva,America Exportadores,892,2020,4,3,3,3,2
AgroLatina,Mango,Europa Exportadores,1880,2016,2,4,4,2,2
America,Platano,Mercado Mundial,919,2018,5,3,3,2,2
FruPeru,Uva,Mercado Mundial,1044,2015,3,4,4,3,3
VirPeru,ArÃ¡ndanos,Europa Exportadores,1565,2020,4,3,3,1,2
FruPeru,Uva,Exportadores Mundiales,943,2015,5,3,5,2,2
America,Platano,Exportadores Mundiales,1090,2018,5,3,2,3,2
Alfa,Platano,America Exportadores,1314,2018,2,3,4,1,2
FruPeru,Naranja,Mercado Mundial,2085,2010,1,4,4,2,2
PeruExport,Palta,J&T Exportadores,2238,2010,3,4,3,3,2
FruPeru,Naranja,Mercado Mundial,1132,2018,5,3,3,3,2
AgroLatina,Uva,America Exportadores,1603,2015,4,3,5,1,2
AgroLatina,Mango,America Exportadores,1143,2011,4,3,2,1,2
FruPeru,Mango,America Exportadores,857,2013,2,3,4,2,3
VirPeru,Mango,Europa Exportadores,2306,2016,5,3,2,2,2
AgroPro,Mango,J&T Exportadores,1129,2016,2,4,2,3,3
PeruExport,ArÃ¡ndanos,America Exportadores,1977,2017,2,4,4,1,3
AgroLatina,Palta,Exportadores Mundiales,817,2020,4,4,1,1,2
FruPeru,Uva,Europa Exportadores,1160,2019,3,4,5,3,2
FruPeru,Platano,J&T Exportadores,2040,2016,5,4,2,3,2
FruPeru,Uva,Mercado Mundial,1813,2012,3,3,2,3,2
VirPeru,Mandarina,America Exportadores,1984,2011,2,4,3,1,2
AgroLatina,Uva,J&T Exportadores,1286,2011,2,3,4,2,3
Alfa,ArÃ¡ndanos,America Exportadores,836,2019,1,4,4,2,2
America,Mango,Exportadores Mundiales,1270,2018,2,4,1,2,2
VirPeru,Uva,Europa Exportadores,1659,2016,3,3,4,2,2
AgroPro,Mandarina,Exportadores Mundiales,1948,2012,5,4,4,2,2
PeruExport,Mandarina,J&T Exportadores,1497,2015,4,4,1,3,2
VirPeru,Naranja,Mercado Mundial,1564,2013,5,4,3,3,2
AgroLatina,ArÃ¡ndanos,Mercado Mundial,1490,2015,4,3,2,1,3
Alfa,Uva,Europa Exportadores,2139,2013,2,3,2,2,2
VirPeru,Naranja,America Exportadores,1439,2019,4,4,2,2,3
PeruExport,Palta,J&T Exportadores,1546,2012,4,3,5,1,2
Alfa,Naranja,America Exportadores,1216,2020,3,4,3,2,3
AgroLatina,Platano,Europa Exportadores,1262,2017,1,4,5,3,3
VirPeru,Mandarina,Exportadores Mundiales,2069,2020,5,3,1,2,3
AgroLatina,ArÃ¡ndanos,America Exportadores,2334,2012,2,4,3,2,2
AgroPro,Platano,Europa Exportadores,813,2017,2,4,2,2,3
FruPeru,Uva,Mercado Mundial,1075,2010,1,3,1,3,3
PeruExport,Platano,Mercado Mundial,2069,2011,1,4,2,1,3
AgroLatina,Naranja,J&T Exportadores,1143,2016,4,4,2,3,2
America,Palta,Exportadores Mundiales,1557,2013,2,4,3,2,3
FruPeru,Mango,Europa Exportadores,1479,2020,4,4,4,3,3
AgroLatina,Palta,Mercado Mundial,1624,2019,4,4,2,3,2
AgroPro,Naranja,Exportadores Mundiales,1879,2019,3,4,3,1,3
Alfa,Platano,America Exportadores,1401,2013,1,4,1,3,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,1064,2013,2,4,1,1,3
AgroLatina,Mandarina,America Exportadores,1655,2010,2,4,2,3,2
FruPeru,Mango,America Exportadores,978,2019,2,3,5,2,2
AgroLatina,Mandarina,Mercado Mundial,1789,2014,1,4,1,1,2
Alfa,Uva,Exportadores Mundiales,2128,2015,2,4,2,1,3
PeruExport,Mandarina,Europa Exportadores,1237,2010,2,4,5,2,3
FruPeru,Mango,Exportadores Mundiales,2079,2019,5,3,2,1,2
Alfa,Uva,J&T Exportadores,1267,2012,3,4,2,2,3
FruPeru,Mango,America Exportadores,1673,2016,5,3,4,2,2
Alfa,Platano,J&T Exportadores,1754,2011,1,4,3,2,3
Alfa,Naranja,Europa Exportadores,1532,2020,4,3,1,2,2
PeruExport,Naranja,America Exportadores,2133,2017,5,4,4,2,2
PeruExport,Mandarina,Mercado Mundial,1179,2017,1,3,2,3,2
FruPeru,ArÃ¡ndanos,J&T Exportadores,2376,2020,1,3,1,2,3
America,Palta,Mercado Mundial,1295,2016,5,4,2,2,2
America,ArÃ¡ndanos,Mercado Mundial,966,2015,1,3,5,1,2
FruPeru,Platano,Europa Exportadores,2357,2015,4,3,2,1,2
Alfa,Mandarina,J&T Exportadores,1477,2012,5,4,4,2,3
Alfa,Naranja,America Exportadores,2102,2011,3,3,2,1,3
America,Uva,J&T Exportadores,1863,2019,4,3,3,1,2
Alfa,Naranja,Exportadores Mundiales,2076,2015,3,3,3,1,2
PeruExport,Naranja,Europa Exportadores,1040,2017,5,4,3,1,3
Alfa,ArÃ¡ndanos,Exportadores Mundiales,2377,2018,4,3,5,3,2
PeruExport,ArÃ¡ndanos,Europa Exportadores,2341,2020,3,3,3,3,2
AgroLatina,Mandarina,Europa Exportadores,2084,2015,2,3,3,3,3
PeruExport,Platano,J&T Exportadores,1615,2013,4,4,2,3,3
America,Mandarina,J&T Exportadores,1438,2011,5,4,3,1,3
AgroLatina,Naranja,Exportadores Mundiales,2235,2015,3,4,1,3,2
Alfa,ArÃ¡ndanos,America Exportadores,1869,2018,3,4,5,1,3
VirPeru,Naranja,Exportadores Mundiales,830,2010,1,4,2,1,2
AgroLatina,Mango,America Exportadores,2074,2013,3,3,4,3,3
PeruExport,Mango,Europa Exportadores,1741,2020,1,3,4,1,2
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,2375,2020,3,4,3,2,3
Alfa,Mango,Mercado Mundial,1376,2020,3,4,2,1,2
Alfa,Palta,Mercado Mundial,2370,2014,5,4,5,1,2
America,Uva,Europa Exportadores,2279,2010,4,3,1,1,3
VirPeru,Platano,Mercado Mundial,2268,2015,4,3,1,2,3
PeruExport,Palta,Europa Exportadores,2291,2012,3,4,2,1,2
Alfa,Mango,Exportadores Mundiales,2293,2018,5,4,1,3,2
FruPeru,ArÃ¡ndanos,J&T Exportadores,1305,2020,5,3,5,3,2
AgroPro,Platano,Mercado Mundial,1240,2010,3,4,5,3,2
AgroLatina,Mandarina,America Exportadores,2300,2015,5,4,4,3,2
AgroLatina,Platano,Exportadores Mundiales,1371,2020,2,3,1,1,3
AgroLatina,Mango,Exportadores Mundiales,1538,2013,2,4,4,2,3
AgroLatina,Naranja,America Exportadores,1900,2010,4,4,4,2,3
America,Naranja,Europa Exportadores,1498,2020,2,4,1,1,2
Alfa,Mandarina,J&T Exportadores,1413,2010,1,3,1,2,2
AgroPro,Platano,J&T Exportadores,1981,2019,5,3,5,1,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1935,2012,5,3,1,3,2
PeruExport,Uva,Europa Exportadores,1626,2017,5,4,1,2,2
VirPeru,Uva,America Exportadores,1098,2016,1,3,1,1,3
AgroPro,Palta,J&T Exportadores,2112,2010,3,3,2,2,3
FruPeru,Mandarina,Mercado Mundial,1914,2019,3,3,5,3,3
AgroPro,Uva,Mercado Mundial,1561,2014,4,4,2,1,3
VirPeru,ArÃ¡ndanos,America Exportadores,1123,2011,3,4,3,2,2
America,Mango,America Exportadores,1349,2016,1,4,5,3,3
PeruExport,ArÃ¡ndanos,Europa Exportadores,1616,2012,3,3,4,3,2
FruPeru,Mango,Mercado Mundial,1940,2015,4,3,1,3,3
VirPeru,Naranja,Exportadores Mundiales,2262,2018,1,3,5,1,2
AgroPro,Naranja,America Exportadores,1875,2014,4,3,4,1,3
PeruExport,Naranja,Exportadores Mundiales,2025,2019,2,3,1,1,2
America,Naranja,Europa Exportadores,2291,2017,4,3,1,3,2
Alfa,Naranja,Mercado Mundial,1612,2016,5,4,2,3,3
VirPeru,Mandarina,J&T Exportadores,2111,2019,5,4,2,2,3
AgroLatina,Uva,America Exportadores,1375,2015,2,3,2,1,3
PeruExport,Uva,J&T Exportadores,1417,2014,4,3,1,2,2
America,Naranja,America Exportadores,1905,2015,3,3,3,2,3
PeruExport,Naranja,Exportadores Mundiales,868,2015,1,3,2,1,3
AgroLatina,Palta,America Exportadores,1550,2019,1,3,4,3,3
AgroLatina,Naranja,Europa Exportadores,2002,2015,5,4,5,3,2
Alfa,Uva,America Exportadores,1267,2010,1,4,4,3,3
FruPeru,Naranja,Mercado Mundial,1355,2013,4,3,4,1,3
AgroPro,ArÃ¡ndanos,Europa Exportadores,1886,2019,3,4,2,2,2
America,Uva,America Exportadores,968,2016,5,3,3,3,3
PeruExport,Mango,Exportadores Mundiales,1659,2018,1,4,3,1,3
PeruExport,Uva,Europa Exportadores,2071,2014,1,4,4,3,2
America,ArÃ¡ndanos,J&T Exportadores,925,2014,3,3,2,3,3
AgroLatina,Mango,Mercado Mundial,803,2012,4,3,5,3,3
VirPeru,Uva,Exportadores Mundiales,2290,2015,1,4,3,1,2
VirPeru,ArÃ¡ndanos,J&T Exportadores,2132,2020,4,3,3,2,3
PeruExport,Mandarina,J&T Exportadores,1739,2020,3,4,2,1,2
America,Palta,Europa Exportadores,1559,2010,5,4,1,2,3
VirPeru,Platano,Europa Exportadores,1963,2010,1,4,3,3,3
VirPeru,Naranja,J&T Exportadores,855,2018,3,4,5,1,2
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1192,2015,3,3,3,2,2
AgroLatina,Naranja,America Exportadores,878,2013,5,4,1,1,3
AgroLatina,Palta,J&T Exportadores,1509,2018,5,3,2,1,3
America,Platano,Exportadores Mundiales,1539,2017,1,4,4,2,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,1118,2019,4,3,2,1,2
FruPeru,Platano,Mercado Mundial,1672,2013,3,4,3,2,2
VirPeru,Naranja,Europa Exportadores,915,2015,2,4,3,2,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,1445,2019,4,3,5,3,2
VirPeru,Uva,Mercado Mundial,1476,2018,2,3,2,3,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,1749,2018,5,4,1,2,2
VirPeru,Uva,Europa Exportadores,1755,2011,3,3,4,1,3
AgroLatina,Uva,Mercado Mundial,1167,2016,5,4,4,1,3
VirPeru,ArÃ¡ndanos,J&T Exportadores,2344,2018,2,4,1,2,2
PeruExport,Platano,J&T Exportadores,2115,2018,1,3,3,1,2
America,Naranja,Europa Exportadores,2137,2013,5,3,5,1,2
America,Mandarina,Exportadores Mundiales,828,2015,3,3,3,1,3
America,Palta,Europa Exportadores,1435,2010,2,4,2,1,2
FruPeru,Naranja,Mercado Mundial,1459,2020,3,3,2,2,2
Alfa,Platano,Europa Exportadores,1081,2019,3,4,5,2,3
Alfa,Mango,America Exportadores,1839,2017,2,3,2,3,2
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1189,2015,4,4,3,3,3
PeruExport,Platano,Exportadores Mundiales,1374,2020,3,3,4,1,2
PeruExport,Platano,Europa Exportadores,2340,2011,5,4,3,1,2
AgroLatina,Naranja,Europa Exportadores,1062,2010,3,4,5,3,3
America,Uva,Exportadores Mundiales,920,2012,1,4,5,1,3
Alfa,Naranja,Europa Exportadores,1818,2020,3,3,2,3,3
VirPeru,Naranja,J&T Exportadores,1183,2016,5,3,5,1,2
America,Mango,J&T Exportadores,1273,2014,3,3,1,2,3
Alfa,Mandarina,Mercado Mundial,1335,2015,5,4,4,1,2
VirPeru,Naranja,Mercado Mundial,1023,2011,5,4,3,1,3
America,Naranja,Europa Exportadores,1950,2016,2,4,4,3,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,1568,2013,4,3,1,3,2
AgroLatina,ArÃ¡ndanos,J&T Exportadores,1901,2017,2,4,1,1,3
FruPeru,Platano,America Exportadores,1279,2015,3,4,5,2,3
Alfa,ArÃ¡ndanos,Exportadores Mundiales,1256,2015,1,3,5,2,2
FruPeru,Naranja,America Exportadores,1409,2020,2,4,1,1,2
FruPeru,Platano,Mercado Mundial,2357,2017,2,3,5,2,2
FruPeru,Platano,Mercado Mundial,1724,2011,1,3,5,2,3
America,Mandarina,America Exportadores,901,2011,1,3,4,3,2
PeruExport,ArÃ¡ndanos,J&T Exportadores,1341,2010,3,3,5,1,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,1056,2012,5,4,5,2,3
America,ArÃ¡ndanos,J&T Exportadores,1912,2017,2,4,1,3,3
America,Naranja,America Exportadores,1857,2015,3,3,2,1,3
AgroPro,Mandarina,Europa Exportadores,1203,2010,5,4,3,3,3
FruPeru,ArÃ¡ndanos,America Exportadores,1235,2018,5,3,5,3,3
Alfa,ArÃ¡ndanos,Mercado Mundial,2078,2015,2,3,2,3,3
America,Mango,J&T Exportadores,2203,2010,5,3,4,2,2
FruPeru,ArÃ¡ndanos,America Exportadores,1706,2012,3,3,4,2,3
AgroLatina,Naranja,Exportadores Mundiales,2212,2012,2,4,4,3,3
AgroPro,Palta,J&T Exportadores,1787,2019,1,3,4,3,2
PeruExport,Platano,J&T Exportadores,1852,2012,2,4,4,3,3
America,Naranja,Mercado Mundial,1529,2016,1,3,5,3,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1386,2017,3,3,3,2,3
VirPeru,ArÃ¡ndanos,Exportadores Mundiales,1035,2014,4,4,5,3,3
AgroLatina,Platano,Europa Exportadores,1917,2016,4,3,5,1,2
PeruExport,ArÃ¡ndanos,America Exportadores,1436,2015,2,3,3,3,2
FruPeru,Mango,Exportadores Mundiales,1317,2011,2,3,5,3,3
FruPeru,Mandarina,Exportadores Mundiales,2331,2016,5,3,3,1,2
PeruExport,Platano,Europa Exportadores,2244,2019,5,3,1,2,3
Alfa,Palta,Mercado Mundial,2360,2010,4,4,5,2,3
VirPeru,Palta,Europa Exportadores,1575,2020,3,3,2,1,3
Alfa,ArÃ¡ndanos,Mercado Mundial,1165,2013,3,3,2,3,2
Alfa,ArÃ¡ndanos,Mercado Mundial,1426,2018,2,4,1,2,2
AgroLatina,ArÃ¡ndanos,America Exportadores,2238,2019,4,3,5,1,3
AgroPro,Mandarina,Exportadores Mundiales,2252,2018,4,4,4,2,2
FruPeru,Naranja,America Exportadores,949,2020,4,3,1,2,2
AgroPro,Palta,Mercado Mundial,1382,2012,5,3,4,2,2
VirPeru,Naranja,J&T Exportadores,1783,2018,2,4,2,1,2
